X, Y
1.085539999999999964e+03,6.592699999999999818e+02
1.230839999999999918e+03,9.291000000000000227e+02
7.517599999999999909e+02,2.355399999999999920e+02
7.624199999999999591e+02,3.574800000000000182e+02
1.182380000000000109e+03,7.929400000000000546e+02
9.127899999999999636e+02,4.879499999999999886e+02
7.407200000000000273e+02,2.153600000000000136e+02
9.396000000000000227e+02,4.045500000000000114e+02
9.630299999999999727e+02,5.374299999999999500e+02
8.988700000000000045e+02,7.897699999999999818e+02
1.030339999999999918e+03,4.583500000000000227e+02
1.189490000000000009e+03,9.948300000000000409e+02
8.595299999999999727e+02,4.696800000000000068e+02
8.490499999999999545e+02,5.327100000000000364e+02
9.897100000000000364e+02,4.904100000000000250e+02
1.014669999999999959e+03,8.878500000000000227e+02
1.077019999999999982e+03,9.273300000000000409e+02
1.138890000000000100e+03,1.136269999999999982e+03
8.518600000000000136e+02,4.508100000000000023e+02
9.379099999999999682e+02,5.725700000000000500e+02
1.109630000000000109e+03,9.735800000000000409e+02
1.041839999999999918e+03,5.828600000000000136e+02
8.598200000000000500e+02,4.133399999999999750e+02
1.014370000000000005e+03,4.891000000000000227e+02
1.003299999999999955e+03,5.792799999999999727e+02
8.265299999999999727e+02,3.480600000000000023e+02
1.004549999999999955e+03,7.340000000000000000e+02
9.818400000000000318e+02,4.476299999999999955e+02
1.170180000000000064e+03,7.626399999999999864e+02
1.095150000000000091e+03,5.653300000000000409e+02
8.324600000000000364e+02,3.796600000000000250e+02
1.123799999999999955e+03,8.471000000000000227e+02
9.419400000000000546e+02,3.847400000000000091e+02
1.068500000000000000e+03,5.529199999999999591e+02
7.216100000000000136e+02,2.283499999999999943e+02
9.288200000000000500e+02,5.704199999999999591e+02
1.069960000000000036e+03,5.452400000000000091e+02
1.124049999999999955e+03,7.181399999999999864e+02
9.040399999999999636e+02,3.684700000000000273e+02
7.148600000000000136e+02,2.941200000000000045e+02
9.911799999999999500e+02,6.354400000000000546e+02
8.353600000000000136e+02,4.035500000000000114e+02
9.133099999999999454e+02,6.628600000000000136e+02
9.777200000000000273e+02,3.826200000000000045e+02
7.858700000000000045e+02,3.918299999999999841e+02
9.663600000000000136e+02,3.947099999999999795e+02
1.177990000000000009e+03,1.127000000000000000e+03
1.178569999999999936e+03,7.929199999999999591e+02
1.016440000000000055e+03,3.268399999999999750e+02
1.176960000000000036e+03,9.689400000000000546e+02
9.021499999999999773e+02,5.566000000000000227e+02
1.363049999999999955e+03,1.286160000000000082e+03
7.751499999999999773e+02,3.118299999999999841e+02
9.967899999999999636e+02,4.347799999999999727e+02
7.410900000000000318e+02,2.462599999999999909e+02
8.863500000000000227e+02,4.844399999999999977e+02
1.145049999999999955e+03,1.122519999999999982e+03
1.195660000000000082e+03,4.578500000000000227e+02
1.046789999999999964e+03,4.469499999999999886e+02
8.765000000000000000e+02,3.550299999999999727e+02
1.098930000000000064e+03,7.690399999999999636e+02
8.086399999999999864e+02,3.233199999999999932e+02
1.080150000000000091e+03,7.843799999999999955e+02
8.321499999999999773e+02,2.263100000000000023e+02
7.234800000000000182e+02,2.837799999999999727e+02
1.148670000000000073e+03,7.075499999999999545e+02
7.905800000000000409e+02,3.480199999999999818e+02
7.662500000000000000e+02,2.930199999999999818e+02
1.094269999999999982e+03,8.243500000000000227e+02
1.372079999999999927e+03,1.011350000000000023e+03
1.377779999999999973e+03,1.385140000000000100e+03
9.482100000000000364e+02,4.150099999999999909e+02
8.233200000000000500e+02,3.115099999999999909e+02
1.171819999999999936e+03,7.871200000000000045e+02
1.110450000000000045e+03,8.422999999999999545e+02
1.194049999999999955e+03,9.738999999999999773e+02
9.501000000000000227e+02,3.674200000000000159e+02
1.350960000000000036e+03,1.276000000000000000e+03
8.251200000000000045e+02,4.198600000000000136e+02
7.109800000000000182e+02,1.966599999999999966e+02
1.015659999999999968e+03,4.794499999999999886e+02
8.628899999999999864e+02,5.874299999999999500e+02
8.031299999999999955e+02,3.796600000000000250e+02
1.303259999999999991e+03,1.116559999999999945e+03
1.088160000000000082e+03,5.564099999999999682e+02
1.008080000000000041e+03,1.025750000000000000e+03
1.090400000000000091e+03,5.653099999999999454e+02
8.075800000000000409e+02,5.053500000000000227e+02
1.042619999999999891e+03,8.662100000000000364e+02
9.849600000000000364e+02,8.036299999999999955e+02
7.388300000000000409e+02,3.059100000000000250e+02
1.071490000000000009e+03,9.952100000000000364e+02
1.114279999999999973e+03,7.350900000000000318e+02
8.533300000000000409e+02,3.717900000000000205e+02
9.100099999999999909e+02,4.628299999999999841e+02
1.118029999999999973e+03,9.579900000000000091e+02
1.191160000000000082e+03,1.119710000000000036e+03
1.071799999999999955e+03,5.266399999999999864e+02
1.054519999999999982e+03,7.565299999999999727e+02
8.443899999999999864e+02,5.765199999999999818e+02
8.891200000000000045e+02,2.773100000000000023e+02
1.104220000000000027e+03,6.832599999999999909e+02
7.712599999999999909e+02,3.946399999999999864e+02
9.674800000000000182e+02,4.548399999999999750e+02
1.073369999999999891e+03,6.116100000000000136e+02
1.181759999999999991e+03,1.089180000000000064e+03
1.286529999999999973e+03,1.285930000000000064e+03
7.932200000000000273e+02,3.539499999999999886e+02
7.682599999999999909e+02,5.471699999999999591e+02
1.114059999999999945e+03,1.201279999999999973e+03
1.332619999999999891e+03,1.233799999999999955e+03
1.122410000000000082e+03,9.410199999999999818e+02
9.560900000000000318e+02,3.704800000000000182e+02
1.117069999999999936e+03,6.121599999999999682e+02
8.487699999999999818e+02,6.091699999999999591e+02
1.359519999999999982e+03,1.052569999999999936e+03
1.106509999999999991e+03,9.380299999999999727e+02
1.130099999999999909e+03,5.707000000000000455e+02
9.133200000000000500e+02,5.699099999999999682e+02
1.230529999999999973e+03,1.199789999999999964e+03
9.801699999999999591e+02,5.009300000000000068e+02
1.177990000000000009e+03,9.402500000000000000e+02
1.067890000000000100e+03,6.870700000000000500e+02
9.078799999999999955e+02,4.295500000000000114e+02
1.208420000000000073e+03,1.218539999999999964e+03
9.895599999999999454e+02,5.189800000000000182e+02
1.138049999999999955e+03,1.213150000000000091e+03
7.062599999999999909e+02,2.730099999999999909e+02
8.677000000000000455e+02,4.430099999999999909e+02
1.012490000000000009e+03,8.369400000000000546e+02
7.869600000000000364e+02,2.464699999999999989e+02
1.236349999999999909e+03,5.648999999999999773e+02
1.289529999999999973e+03,1.128109999999999900e+03
6.973200000000000500e+02,4.033399999999999750e+02
1.119470000000000027e+03,8.035000000000000000e+02
1.078569999999999936e+03,1.072410000000000082e+03
1.034470000000000027e+03,1.002379999999999995e+03
8.885000000000000000e+02,4.789399999999999977e+02
9.416699999999999591e+02,6.076200000000000045e+02
8.991699999999999591e+02,5.101899999999999977e+02
1.039609999999999900e+03,4.048899999999999864e+02
8.460399999999999636e+02,4.279599999999999795e+02
6.966599999999999682e+02,2.816100000000000136e+02
8.996000000000000227e+02,4.612099999999999795e+02
8.060800000000000409e+02,4.584100000000000250e+02
8.953400000000000318e+02,5.684299999999999500e+02
9.648700000000000045e+02,3.459399999999999977e+02
1.045950000000000045e+03,8.520900000000000318e+02
9.539199999999999591e+02,5.738899999999999864e+02
1.039240000000000009e+03,5.957100000000000364e+02
1.284349999999999909e+03,1.179079999999999927e+03
8.756100000000000136e+02,4.359100000000000250e+02
7.948500000000000227e+02,2.813199999999999932e+02
9.658999999999999773e+02,5.439700000000000273e+02
1.132259999999999991e+03,6.839900000000000091e+02
1.105140000000000100e+03,6.062699999999999818e+02
7.558999999999999773e+02,3.534900000000000091e+02
8.624199999999999591e+02,3.817400000000000091e+02
1.047670000000000073e+03,5.809299999999999500e+02
1.122809999999999945e+03,8.530000000000000000e+02
1.262109999999999900e+03,1.110880000000000109e+03
7.460000000000000000e+02,3.657300000000000182e+02
1.105059999999999945e+03,5.213999999999999773e+02
1.090549999999999955e+03,7.492799999999999727e+02
6.316100000000000136e+02,3.100600000000000023e+02
9.224400000000000546e+02,5.036499999999999773e+02
1.221279999999999973e+03,1.193349999999999909e+03
7.777500000000000000e+02,4.216800000000000068e+02
1.315789999999999964e+03,1.184390000000000100e+03
1.372690000000000055e+03,8.792799999999999727e+02
7.147000000000000455e+02,3.086399999999999864e+02
9.991599999999999682e+02,3.712400000000000091e+02
1.043329999999999927e+03,5.821499999999999773e+02
1.091000000000000000e+03,1.069650000000000091e+03
8.699099999999999682e+02,3.450500000000000114e+02
9.695599999999999454e+02,4.768299999999999841e+02
9.297300000000000182e+02,3.820000000000000000e+02
1.153809999999999945e+03,6.485499999999999545e+02
1.009070000000000050e+03,5.204800000000000182e+02
1.231920000000000073e+03,1.205569999999999936e+03
6.828700000000000045e+02,3.353199999999999932e+02
7.726100000000000136e+02,3.114800000000000182e+02
1.210829999999999927e+03,7.924700000000000273e+02
1.121900000000000091e+03,8.831299999999999955e+02
9.474600000000000364e+02,4.696100000000000136e+02
9.359099999999999682e+02,5.577699999999999818e+02
7.432599999999999909e+02,3.641299999999999955e+02
8.223999999999999773e+02,3.366399999999999864e+02
7.247500000000000000e+02,4.618100000000000023e+02
9.245199999999999818e+02,2.476899999999999977e+02
1.265319999999999936e+03,1.043099999999999909e+03
1.123569999999999936e+03,8.921399999999999864e+02
8.443500000000000227e+02,4.156600000000000250e+02
9.421399999999999864e+02,7.558999999999999773e+02
7.039199999999999591e+02,2.540600000000000023e+02
6.033200000000000500e+02,3.665899999999999750e+02
1.286269999999999982e+03,9.759099999999999682e+02
1.170140000000000100e+03,1.177769999999999982e+03
1.242420000000000073e+03,1.163609999999999900e+03
9.670499999999999545e+02,5.467899999999999636e+02
1.023330000000000041e+03,7.304500000000000455e+02
9.719099999999999682e+02,3.699700000000000273e+02
7.379400000000000546e+02,3.298100000000000023e+02
9.537100000000000364e+02,2.993399999999999750e+02
8.585700000000000500e+02,3.680400000000000205e+02
9.200599999999999454e+02,4.217699999999999818e+02
7.686699999999999591e+02,3.203899999999999864e+02
1.081720000000000027e+03,7.837400000000000091e+02
9.223500000000000227e+02,5.675199999999999818e+02
1.090930000000000064e+03,5.336100000000000136e+02
8.732599999999999909e+02,1.663400000000000034e+02
9.940399999999999636e+02,4.470000000000000000e+02
5.237599999999999909e+02,2.771200000000000045e+02
1.174549999999999955e+03,8.029500000000000455e+02
6.567400000000000091e+02,3.258100000000000023e+02
1.019159999999999968e+03,5.439900000000000091e+02
8.469400000000000546e+02,3.197400000000000091e+02
8.091100000000000136e+02,3.326999999999999886e+02
7.032799999999999727e+02,2.922799999999999727e+02
1.012090000000000032e+03,5.454199999999999591e+02
1.152480000000000018e+03,7.867799999999999727e+02
8.606399999999999864e+02,4.252099999999999795e+02
1.191480000000000018e+03,1.237730000000000018e+03
5.606699999999999591e+02,2.872200000000000273e+02
1.246589999999999918e+03,8.856799999999999500e+02
1.296809999999999945e+03,1.255920000000000073e+03
1.128720000000000027e+03,1.116130000000000109e+03
9.779900000000000091e+02,4.530199999999999818e+02
9.776599999999999682e+02,4.216499999999999773e+02
1.342359999999999900e+03,1.154940000000000055e+03
9.108400000000000318e+02,4.469200000000000159e+02
1.261170000000000073e+03,1.224289999999999964e+03
7.276100000000000136e+02,2.779800000000000182e+02
6.052899999999999636e+02,3.739100000000000250e+02
6.766100000000000136e+02,3.741999999999999886e+02
1.310440000000000055e+03,1.205190000000000055e+03
1.210480000000000018e+03,1.242200000000000045e+03
1.260049999999999955e+03,1.189490000000000009e+03
1.154920000000000073e+03,9.769900000000000091e+02
1.146960000000000036e+03,7.420700000000000500e+02
1.103140000000000100e+03,9.521499999999999773e+02
1.276250000000000000e+03,1.244910000000000082e+03
6.226200000000000045e+02,3.140699999999999932e+02
7.588400000000000318e+02,3.629399999999999977e+02
8.638400000000000318e+02,2.221999999999999886e+02
1.069319999999999936e+03,7.041299999999999955e+02
7.834700000000000273e+02,4.674100000000000250e+02
8.250399999999999636e+02,3.688000000000000114e+02
1.086980000000000018e+03,6.998899999999999864e+02
1.024500000000000000e+03,5.455199999999999818e+02
1.033869999999999891e+03,7.945099999999999909e+02
8.804800000000000182e+02,6.814800000000000182e+02
8.422400000000000091e+02,3.061100000000000136e+02
1.165769999999999982e+03,1.057799999999999955e+03
1.185250000000000000e+03,1.092990000000000009e+03
1.168930000000000064e+03,1.315660000000000082e+03
1.079750000000000000e+03,6.097500000000000000e+02
6.392799999999999727e+02,2.543100000000000023e+02
1.112839999999999918e+03,6.256799999999999500e+02
9.704400000000000546e+02,6.847300000000000182e+02
1.046740000000000009e+03,8.995000000000000000e+02
1.049180000000000064e+03,1.150660000000000082e+03
6.061699999999999591e+02,3.156800000000000068e+02
1.106529999999999973e+03,1.107259999999999991e+03
1.071549999999999955e+03,8.344299999999999500e+02
9.247799999999999727e+02,5.599299999999999500e+02
9.020399999999999636e+02,3.177099999999999795e+02
1.113380000000000109e+03,8.852599999999999909e+02
1.143400000000000091e+03,6.293600000000000136e+02
1.000429999999999950e+03,8.182300000000000182e+02
1.331880000000000109e+03,1.046289999999999964e+03
1.043359999999999900e+03,6.312899999999999636e+02
8.743700000000000045e+02,6.390800000000000409e+02
6.361299999999999955e+02,2.786299999999999955e+02
8.173300000000000409e+02,4.614499999999999886e+02
1.047589999999999918e+03,4.503999999999999773e+02
1.130839999999999918e+03,1.160789999999999964e+03
9.823999999999999773e+02,4.977400000000000091e+02
1.035859999999999900e+03,5.531399999999999864e+02
8.512799999999999727e+02,6.099700000000000273e+02
8.498099999999999454e+02,4.423999999999999773e+02
1.033890000000000100e+03,4.662400000000000091e+02
6.360700000000000500e+02,3.082500000000000000e+02
1.223549999999999955e+03,8.994299999999999500e+02
9.102699999999999818e+02,5.991100000000000136e+02
1.156339999999999918e+03,8.593200000000000500e+02
8.380599999999999454e+02,4.498500000000000227e+02
1.064000000000000000e+03,8.428600000000000136e+02
8.328300000000000409e+02,3.294499999999999886e+02
1.152509999999999991e+03,5.589099999999999682e+02
1.255339999999999918e+03,8.668500000000000227e+02
1.043319999999999936e+03,6.290900000000000318e+02
9.384400000000000546e+02,6.052899999999999636e+02
1.098569999999999936e+03,7.012799999999999727e+02
1.196319999999999936e+03,9.645599999999999454e+02
1.071920000000000073e+03,6.584500000000000455e+02
1.180410000000000082e+03,6.423799999999999955e+02
8.351299999999999955e+02,4.291399999999999864e+02
9.775000000000000000e+02,5.811299999999999955e+02
6.673799999999999955e+02,3.046399999999999864e+02
1.283569999999999936e+03,1.142680000000000064e+03
9.924900000000000091e+02,5.237200000000000273e+02
1.251900000000000091e+03,7.954199999999999591e+02
1.065269999999999982e+03,7.409500000000000455e+02
1.222490000000000009e+03,9.332000000000000455e+02
1.451690000000000055e+03,1.039089999999999918e+03
8.655900000000000318e+02,4.512799999999999727e+02
6.650399999999999636e+02,2.718999999999999773e+02
9.368799999999999955e+02,3.690099999999999909e+02
9.586599999999999682e+02,4.760400000000000205e+02
1.086670000000000073e+03,6.162500000000000000e+02
1.267519999999999982e+03,8.751100000000000136e+02
1.244349999999999909e+03,7.837799999999999727e+02
6.782000000000000455e+02,3.063899999999999864e+02
1.069529999999999973e+03,5.744400000000000546e+02
8.809800000000000182e+02,5.528200000000000500e+02
9.451699999999999591e+02,5.528300000000000409e+02
1.239500000000000000e+03,8.886100000000000136e+02
1.122470000000000027e+03,8.630099999999999909e+02
1.393049999999999955e+03,1.075640000000000100e+03
1.427569999999999936e+03,1.230299999999999955e+03
1.238359999999999900e+03,8.266900000000000546e+02
1.039309999999999945e+03,1.080740000000000009e+03
1.050819999999999936e+03,3.733899999999999864e+02
8.312599999999999909e+02,2.976399999999999864e+02
9.335099999999999909e+02,6.104600000000000364e+02
1.191670000000000073e+03,6.485700000000000500e+02
1.084420000000000073e+03,8.196299999999999955e+02
6.872599999999999909e+02,2.608100000000000023e+02
6.449800000000000182e+02,3.510600000000000023e+02
1.284519999999999982e+03,9.927000000000000455e+02
6.648300000000000409e+02,3.329700000000000273e+02
1.075920000000000073e+03,7.712200000000000273e+02
1.239160000000000082e+03,8.410499999999999545e+02
8.249500000000000455e+02,3.966700000000000159e+02
1.173089999999999918e+03,9.656799999999999500e+02
1.049220000000000027e+03,8.334299999999999500e+02
1.050920000000000073e+03,6.325700000000000500e+02
9.536299999999999955e+02,4.010199999999999818e+02
1.243410000000000082e+03,1.213630000000000109e+03
1.153839999999999918e+03,6.848799999999999955e+02
1.254089999999999918e+03,1.224869999999999891e+03
9.015000000000000000e+02,4.162699999999999818e+02
1.338339999999999918e+03,9.840599999999999454e+02
1.122200000000000045e+03,9.313899999999999864e+02
1.037609999999999900e+03,8.641900000000000546e+02
1.012379999999999995e+03,3.338199999999999932e+02
1.244029999999999973e+03,1.054079999999999927e+03
1.053660000000000082e+03,9.495700000000000500e+02
1.042799999999999955e+03,5.907200000000000273e+02
1.238480000000000018e+03,1.326119999999999891e+03
1.104299999999999955e+03,8.006499999999999773e+02
1.015360000000000014e+03,4.348899999999999864e+02
1.106319999999999936e+03,8.073500000000000227e+02
9.259099999999999682e+02,4.596999999999999886e+02
1.390029999999999973e+03,1.101740000000000009e+03
1.384859999999999900e+03,1.133819999999999936e+03
1.159480000000000018e+03,7.571499999999999773e+02
1.345730000000000018e+03,1.166019999999999982e+03
8.725499999999999545e+02,4.394700000000000273e+02
6.604600000000000364e+02,2.983999999999999773e+02
1.083930000000000064e+03,5.294600000000000364e+02
6.899199999999999591e+02,3.088100000000000023e+02
6.891599999999999682e+02,2.820400000000000205e+02
7.236900000000000546e+02,3.171299999999999955e+02
6.777000000000000455e+02,3.272799999999999727e+02
1.206529999999999973e+03,6.498700000000000045e+02
9.545900000000000318e+02,3.541200000000000045e+02
7.442200000000000273e+02,2.058300000000000125e+02
9.866299999999999955e+02,5.804800000000000182e+02
8.000199999999999818e+02,2.554799999999999898e+02
1.195220000000000027e+03,1.301839999999999918e+03
1.023419999999999959e+03,8.119500000000000455e+02
1.032549999999999955e+03,6.273999999999999773e+02
8.257000000000000455e+02,4.612500000000000000e+02
1.268910000000000082e+03,1.016500000000000000e+03
9.662200000000000273e+02,5.204299999999999500e+02
1.145259999999999991e+03,1.136779999999999973e+03
1.151630000000000109e+03,7.555700000000000500e+02
1.010279999999999973e+03,3.635400000000000205e+02
1.040450000000000045e+03,6.249299999999999500e+02
8.949600000000000364e+02,2.826399999999999864e+02
1.117940000000000055e+03,7.769199999999999591e+02
1.223299999999999955e+03,6.852300000000000182e+02
1.163640000000000100e+03,6.236200000000000045e+02
1.133259999999999991e+03,9.964199999999999591e+02
7.784199999999999591e+02,2.269000000000000057e+02
8.113300000000000409e+02,4.036999999999999886e+02
7.721599999999999682e+02,2.536100000000000136e+02
1.296279999999999973e+03,9.636699999999999591e+02
1.158809999999999945e+03,8.431399999999999864e+02
9.800099999999999909e+02,2.511500000000000057e+02
9.197400000000000091e+02,7.159700000000000273e+02
7.589099999999999682e+02,4.502500000000000000e+02
8.621299999999999955e+02,3.642500000000000000e+02
6.734400000000000546e+02,2.745899999999999750e+02
1.258710000000000036e+03,1.106000000000000000e+03
7.634400000000000546e+02,3.732900000000000205e+02
9.664299999999999500e+02,3.812200000000000273e+02
1.210819999999999936e+03,1.075720000000000027e+03
1.043740000000000009e+03,8.377100000000000364e+02
1.016740000000000009e+03,8.541499999999999773e+02
9.139600000000000364e+02,4.705799999999999841e+02
1.112180000000000064e+03,7.137999999999999545e+02
1.053400000000000091e+03,3.097099999999999795e+02
1.284660000000000082e+03,9.504099999999999682e+02
1.188640000000000100e+03,9.966000000000000227e+02
1.131039999999999964e+03,8.737400000000000091e+02
1.212069999999999936e+03,1.079099999999999909e+03
8.396699999999999591e+02,5.172699999999999818e+02
9.879700000000000273e+02,7.874299999999999500e+02
1.177029999999999973e+03,4.901600000000000250e+02
8.003500000000000227e+02,3.937900000000000205e+02
1.311089999999999918e+03,1.228859999999999900e+03
7.817699999999999818e+02,3.733299999999999841e+02
9.500299999999999727e+02,5.635800000000000409e+02
7.810800000000000409e+02,2.732200000000000273e+02
6.984700000000000273e+02,1.528899999999999864e+02
8.022000000000000455e+02,3.668399999999999750e+02
7.912300000000000182e+02,2.626399999999999864e+02
1.251039999999999964e+03,1.277299999999999955e+03
1.167640000000000100e+03,1.001419999999999959e+03
8.967899999999999636e+02,7.679800000000000182e+02
8.488600000000000136e+02,2.550000000000000000e+02
7.910399999999999636e+02,2.823500000000000227e+02
6.653600000000000136e+02,4.388500000000000227e+02
1.005409999999999968e+03,7.978099999999999454e+02
1.136069999999999936e+03,1.110480000000000018e+03
1.170940000000000055e+03,7.984299999999999500e+02
8.620199999999999818e+02,7.802100000000000364e+02
1.054380000000000109e+03,1.005230000000000018e+03
1.157240000000000009e+03,8.946900000000000546e+02
1.235920000000000073e+03,7.443400000000000318e+02
1.202859999999999900e+03,1.110420000000000073e+03
8.907300000000000182e+02,4.427500000000000000e+02
7.306399999999999864e+02,4.223899999999999864e+02
1.013100000000000023e+03,6.984800000000000182e+02
1.072259999999999991e+03,6.603500000000000227e+02
7.515800000000000409e+02,2.526399999999999864e+02
1.148579999999999927e+03,1.301829999999999927e+03
8.760499999999999545e+02,2.821499999999999773e+02
8.500199999999999818e+02,3.661399999999999864e+02
1.219069999999999936e+03,7.275099999999999909e+02
8.353200000000000500e+02,3.573299999999999841e+02
1.101059999999999945e+03,7.639900000000000091e+02
1.441150000000000091e+03,1.000269999999999982e+03
1.232819999999999936e+03,6.993999999999999773e+02
7.152300000000000182e+02,2.958899999999999864e+02
9.899800000000000182e+02,5.417400000000000091e+02
8.616499999999999773e+02,5.812599999999999909e+02
1.251160000000000082e+03,1.105710000000000036e+03
9.411599999999999682e+02,2.989599999999999795e+02
1.217559999999999945e+03,8.977100000000000364e+02
1.064990000000000009e+03,6.298099999999999454e+02
8.512300000000000182e+02,3.749300000000000068e+02
1.189230000000000018e+03,7.088600000000000136e+02
1.101539999999999964e+03,1.030069999999999936e+03
1.273109999999999900e+03,1.170490000000000009e+03
7.817799999999999727e+02,4.325500000000000114e+02
1.086690000000000055e+03,4.969499999999999886e+02
1.234349999999999909e+03,7.906200000000000045e+02
7.639299999999999500e+02,2.836399999999999864e+02
1.081579999999999927e+03,1.007370000000000005e+03
1.157849999999999909e+03,6.243899999999999864e+02
1.198700000000000045e+03,7.901100000000000136e+02
1.338779999999999973e+03,1.064849999999999909e+03
9.090599999999999454e+02,6.190299999999999727e+02
1.161359999999999900e+03,7.682799999999999727e+02
9.979299999999999500e+02,2.960600000000000023e+02
1.382410000000000082e+03,9.029800000000000182e+02
8.254700000000000273e+02,3.485299999999999727e+02
7.183400000000000318e+02,3.718899999999999864e+02
6.999500000000000455e+02,3.813700000000000045e+02
1.252619999999999891e+03,1.076970000000000027e+03
1.170529999999999973e+03,8.766399999999999864e+02
1.262839999999999918e+03,1.304359999999999900e+03
1.010990000000000009e+03,7.181699999999999591e+02
9.892400000000000091e+02,4.841499999999999773e+02
1.255519999999999982e+03,1.131079999999999927e+03
8.884199999999999591e+02,2.493600000000000136e+02
5.942500000000000000e+02,2.825199999999999818e+02
1.199119999999999891e+03,1.085569999999999936e+03
7.731100000000000136e+02,4.094399999999999977e+02
7.284500000000000455e+02,2.137500000000000000e+02
6.480099999999999909e+02,3.213399999999999750e+02
9.423400000000000318e+02,3.970199999999999818e+02
1.043819999999999936e+03,1.106289999999999964e+03
5.026200000000000045e+02,3.257300000000000182e+02
6.191599999999999682e+02,2.040500000000000114e+02
1.145289999999999964e+03,1.079369999999999891e+03
8.057799999999999727e+02,5.221599999999999682e+02
1.242339999999999918e+03,9.996499999999999773e+02
1.002490000000000009e+03,5.474299999999999500e+02
7.831599999999999682e+02,3.245699999999999932e+02
1.231099999999999909e+03,7.897200000000000273e+02
1.355650000000000091e+03,1.150930000000000064e+03
9.832799999999999727e+02,6.232999999999999545e+02
1.140599999999999909e+03,6.677500000000000000e+02
8.827899999999999636e+02,3.911000000000000227e+02
1.011190000000000055e+03,8.317100000000000364e+02
1.265339999999999918e+03,1.172339999999999918e+03
9.916699999999999591e+02,5.832300000000000182e+02
1.085900000000000091e+03,6.669400000000000546e+02
1.160519999999999982e+03,8.010299999999999727e+02
1.151450000000000045e+03,5.550299999999999727e+02
1.047609999999999900e+03,4.804300000000000068e+02
9.367799999999999727e+02,4.109399999999999977e+02
8.598999999999999773e+02,8.867400000000000091e+02
7.794600000000000364e+02,4.498299999999999841e+02
8.650299999999999727e+02,5.357400000000000091e+02
1.270269999999999982e+03,7.766100000000000136e+02
8.558300000000000409e+02,6.272599999999999909e+02
